,produto,preco,preco_antigo,descricao_produto,parcelas_sem_juros,frete_gratis,diferenca,desconto_porcento,media_desconto,mediana
1144,Kit 4 Lâmpadas Led 20w Alta Potência E27 Avant,56,64,"R$ 64
R$ 5677
12% OFF
Kit 4 Lâmpadas Led 20w Alta Potência E27 Avant",0,NÃO,8,12.5,80.78,20.0
1145,Tabua De Passar Roupa Modelo Tradicional,47,53,"R$ 53
R$ 4743
12% OFF
6x R$ 791 sem juros
Tabua De Passar Roupa Modelo Tradicional",6,NÃO,6,11.32,80.78,20.0
1146,Kit Colcha King Percal 180 Fios Buddemeyer Grid Cinza 3pçs,519,659,"OFERTA DO DIA
R$ 659
R$ 51990
21% OFF
10x R$ 5199 sem juros
Frete grátis
Kit Colcha King Percal 180 Fios Buddemeyer Grid Cinza 3pçs
por Buddemeyer",10,SIM,140,21.24,80.78,20.0
1147,Pistola Elétrica Pulverizadora Pintura Hlvp Compressor Paint,197,219,"R$ 219
R$ 19710
10% OFF
Frete grátis
Pistola Elétrica Pulverizadora Pintura Hlvp Compressor Paint",0,SIM,22,10.05,80.78,20.0
1148,Mangueira Jardim 30m Flexível Reforçada Antitorção Com Trama,193,220,"R$ 220
R$ 19360
12% OFF
6x R$ 3227 sem juros
Frete grátis
Mangueira Jardim 30m Flexível Reforçada Antitorção Com Trama",6,SIM,27,12.27,80.78,20.0
1149,Pendente Luminária Lustre Diamante Bocal C/ Capa,25,28,"R$ 28
R$ 2550
12% OFF
5x R$ 510 sem juros
Pendente Luminária Lustre Diamante Bocal C/ Capa",5,NÃO,3,10.71,80.78,20.0
1150,Roupas Ciclismo Feminina Conjunto Rosa Bike Conjunto Pedalar,106,119,"R$ 119
R$ 10671
11% OFF
6x R$ 1779 sem juros
Frete grátis
Roupas Ciclismo Feminina Conjunto Rosa Bike Conjunto Pedalar
por Ciclista Store",6,SIM,13,10.92,80.78,20.0
1151,Espaguete Isolante Termo Retrátil 328 Pçs Colorido Promoção,28,32,"R$ 32
R$ 2898
10% OFF
Espaguete Isolante Termo Retrátil 328 Pçs Colorido Promoção",0,NÃO,4,12.5,80.78,20.0
1152,Ducha Chuveiro 20x20 Inox Com Braço 36 Cm Solar Gás Dourada,275,299,"R$ 299
R$ 27590
8% OFF
9x R$ 3066 sem juros
Frete grátis
1% vendido
Restam02:11:07
Ducha Chuveiro 20x20 Inox Com Braço 36 Cm Solar Gás Dourada",9,SIM,24,8.03,80.78,20.0
1153,2 Laminas Oneblade Philips One Blade Refil Original Qp210,126,149,"R$ 149
R$ 12665
15% OFF
Frete grátis
2 Laminas Oneblade Philips One Blade Refil Original Qp210
por Joval Eletro",0,SIM,23,15.44,80.78,20.0
1154,"Carpete De Sala Antialérgico Antiderrapante 2,00x2,50 .",122,138,"R$ 138
R$ 12223
12% OFF
Frete grátis
Carpete De Sala Antialérgico Antiderrapante 2,00x2,50 .",0,SIM,16,11.59,80.78,20.0
1155,Globo Bola Maluca Led Magic Cristal Rgb Bluetooth Usb Y0851,121,137,"R$ 137
R$ 12143
12% OFF
6x R$ 2024 sem juros
Frete grátis
Globo Bola Maluca Led Magic Cristal Rgb Bluetooth Usb Y0851",6,SIM,16,11.68,80.78,20.0
1156,Blend Original Minoxx Barba Antifalhas Crescimento 15% 120ml,84,99,"R$ 99
R$ 8415
15% OFF
6x R$ 1403 sem juros
Frete grátis
Blend Original Minoxx Barba Antifalhas Crescimento 15% 120ml",6,SIM,15,15.15,80.78,20.0
1157,Bolsa Canguru Ergonômico Bebê Mãe 12 Posições 3 Em 1,237,264,"R$ 264
R$ 23760
10% OFF
7x R$ 3394 sem juros
Frete grátis
Bolsa Canguru Ergonômico Bebê Mãe 12 Posições 3 Em 1",7,SIM,27,10.23,80.78,20.0
1158,Café house blend en cápsula Starbucks sem glúten 10 un,22,25,"R$ 25
R$ 2290
11% OFF
Café house blend en cápsula Starbucks sem glúten 10 un
por Dolce Gusto",0,NÃO,3,12.0,80.78,20.0
1159,Calça Jeans Super Skinny Masculina Com Zíper,61,69,"R$ 69
R$ 6159
12% OFF
Calça Jeans Super Skinny Masculina Com Zíper",0,NÃO,8,11.59,80.78,20.0
1161,Jogo Soquetes Estriado 1/2 Pol Com 23 Peças 8 A 32mm Mayle,234,260,"R$ 260
R$ 234
10% OFF
Frete grátis
Jogo Soquetes Estriado 1/2 Pol Com 23 Peças 8 A 32mm Mayle
por Ismafer Ferramentas",0,SIM,26,10.0,80.78,20.0
1162,Cobre Leito Colcha Bouti Casal Padrão Dupla Face 3 Peças,116,132,"R$ 132
R$ 11695
12% OFF
6x R$ 1949 sem juros
Frete grátis
Cobre Leito Colcha Bouti Casal Padrão Dupla Face 3 Peças",6,SIM,16,12.12,80.78,20.0
1163,Kit 4 Refletor 30w Led Prova Dagua Holofote Bivolt Branco,128,137,"R$ 137
R$ 12833
7% OFF
Frete grátis
20% vendido
Restam02:11:06
Kit 4 Refletor 30w Led Prova Dagua Holofote Bivolt Branco",0,SIM,9,6.57,80.78,20.0
1164,Lousa Quadro Branco Moldura De Aluminio 120x90 Cm + Brinde,116,132,"R$ 132
R$ 11694
12% OFF
Frete grátis
Lousa Quadro Branco Moldura De Aluminio 120x90 Cm + Brinde",0,SIM,16,12.12,80.78,20.0
1165,Kit 10 Lâmpadas Led 6w Kian Bulbo E27 Smd Bivolt,65,78,"OFERTA DO DIA
R$ 78
R$ 6549
16% OFF
Kit 10 Lâmpadas Led 6w Kian Bulbo E27 Smd Bivolt",0,NÃO,13,16.67,80.78,20.0
1166,Kit Relógio Feminino Champion Ana Hickmann Dourado Marrom,239,399,"OFERTA DO DIA
R$ 399
R$ 23990
40% OFF
7x R$ 3427 sem juros
Frete grátis
Kit Relógio Feminino Champion Ana Hickmann Dourado Marrom
por RBM WEBSHOP",7,SIM,160,40.1,80.78,20.0
1167,Travesseiro Percal 200 Fios Algodão Antialérgico Kit 4 Und,120,133,"R$ 133
R$ 12059
10% OFF
Frete grátis
Travesseiro Percal 200 Fios Algodão Antialérgico Kit 4 Und",0,SIM,13,9.77,80.78,20.0
1168,Fio Náutico 100% Poliéster 5mm - 500g Crochê Macramê,32,37,"R$ 37
R$ 3229
15% OFF
6x R$ 538 sem juros
Fio Náutico 100% Poliéster 5mm - 500g Crochê Macramê",6,NÃO,5,13.51,80.78,20.0
1169,Chinelo Nuvem Feminino Confortável Leve E Macia Ortopédica,62,69,"R$ 69
R$ 6221
11% OFF
6x R$ 1037 sem juros
Chinelo Nuvem Feminino Confortável Leve E Macia Ortopédica",6,NÃO,7,10.14,80.78,20.0
1170,Prato Fundo Eclat 23cm Br Ntcy,39,42,"OFERTA DO DIA
R$ 42
R$ 3999
5% OFF
6x R$ 667 sem juros
Prato Fundo Eclat 23cm Br Ntcy
por Camicado",6,NÃO,3,7.14,80.78,20.0
1172,48 Esmaltes Preta Gil 9ml Preço Atacado - Envio Imediato,118,139,"R$ 139
R$ 11891
15% OFF
Frete grátis
48 Esmaltes Preta Gil 9ml Preço Atacado - Envio Imediato",0,SIM,21,15.11,80.78,20.0
1173,Lâminas Refil Philips Oneblade Barbeador Pacote 2 Unidades,118,139,"R$ 139
R$ 11891
15% OFF
Frete grátis
Lâminas Refil Philips Oneblade Barbeador Pacote 2 Unidades",0,SIM,21,15.11,80.78,20.0
1174,Kit 6 Peças Toalha Lavabo Buddemeyer Algodão Egípcio Verde,115,139,"OFERTA DO DIA
R$ 139
R$ 11590
17% OFF
6x R$ 1932 sem juros
Frete grátis
Kit 6 Peças Toalha Lavabo Buddemeyer Algodão Egípcio Verde
por Buddemeyer",6,SIM,24,17.27,80.78,20.0
1175,Kit 10 Placas Revestimento 3d Pvc 50x50cm Auto Adesivo,114,129,"R$ 129
R$ 11439
12% OFF
Frete grátis
Kit 10 Placas Revestimento 3d Pvc 50x50cm Auto Adesivo",0,SIM,15,11.63,80.78,20.0
1176,Relógio Champion Feminino Prata Original + Colar E Brincos,179,249,"OFERTA DO DIA
R$ 249
R$ 17990
27% OFF
Frete grátis
Relógio Champion Feminino Prata Original + Colar E Brincos
por RBM WEBSHOP",0,SIM,70,28.11,80.78,20.0
1177,Fone De Ouvido H'maston Bluetooth Compatível C/iPhone,116,129,"R$ 129
R$ 11691
10% OFF
6x R$ 1949 sem juros
Frete grátis
Fone De Ouvido H'maston Bluetooth Compatível C/iPhone",6,SIM,13,10.08,80.78,20.0
1178,Soundbar Jbl 9.1 True Wireless Surround Dolby Atmos 410w,4901,5699,"OFERTA DO DIA
R$ 5.699
R$ 4.901
14% OFF
Frete grátis
Soundbar Jbl 9.1 True Wireless Surround Dolby Atmos 410w
por 2Eletro",0,SIM,798,14.0,80.78,20.0
1179,Almofada 30x50cm Buddemeyer Dobby Verde,99,139,"OFERTA DO DIA
R$ 139
R$ 9990
28% OFF
6x R$ 1665 sem juros
Frete grátis
Almofada 30x50cm Buddemeyer Dobby Verde
por Buddemeyer",6,SIM,40,28.78,80.78,20.0
1180,Conjunto Moletom 516 +calça Moletom Goku Badass Dragon Ball,116,129,"R$ 129
R$ 11691
10% OFF
6x R$ 1949 sem juros
Frete grátis
Conjunto Moletom 516 +calça Moletom Goku Badass Dragon Ball",6,SIM,13,10.08,80.78,20.0
1181,Kit De Brinquedos Educativos Girafa + Cubo + Bola,118,129,"R$ 129
R$ 11821
8% OFF
6x R$ 1970 sem juros
Frete grátis
Kit De Brinquedos Educativos Girafa + Cubo + Bola",6,SIM,11,8.53,80.78,20.0
1182,Fone de ouvido over-ear gamer Havit H2002d black,224,249,"R$ 249
R$ 22410
10% OFF
Frete grátis
Fone de ouvido over-ear gamer Havit H2002d black",0,SIM,25,10.04,80.78,20.0
1183,Jogo Mesa Bar Bistrô Dobrável Com 2 Bancos,179,199,"R$ 199
R$ 17910
10% OFF
6x R$ 2985 sem juros
5% OFF com Pix
Frete grátis
Jogo Mesa Bar Bistrô Dobrável Com 2 Bancos",6,SIM,20,10.05,80.78,20.0
1184,Auxiliar Partida Bateria Portátil Veicular Carro Emergência,469,499,"R$ 499
R$ 46990
6% OFF
10x R$ 4699 sem juros
Frete grátis
1% vendido
Restam02:11:06
Auxiliar Partida Bateria Portátil Veicular Carro Emergência",10,SIM,30,6.01,80.78,20.0
1185,Ventilador Oster Power Fresh 2 Em 1,179,299,"OFERTA DO DIA
R$ 299
R$ 17990
40% OFF
Ventilador Oster Power Fresh 2 Em 1
por Oster",0,NÃO,120,40.13,80.78,20.0
1186,Creme Hidratante Soft 97g Nivea,17,39,"R$ 39
R$ 1790
55% OFF
1% vendido
Restam04:11:06
Creme Hidratante Soft 97g Nivea
por Mercado Livre",0,NÃO,22,56.41,80.78,20.0
1187,Tapete De Atividades Com Piano E Bluetooth Maxibaby - Azul,215,249,"R$ 249
R$ 215
13% OFF
Frete grátis
Tapete De Atividades Com Piano E Bluetooth Maxibaby - Azul
por Planeta do Bebe",0,SIM,34,13.65,80.78,20.0
1188,Jogo De Toalhas Buddemeyer Clara Banho Amarelo 2 Peças,83,99,"OFERTA DO DIA
R$ 99
R$ 8390
16% OFF
Frete grátis
Jogo De Toalhas Buddemeyer Clara Banho Amarelo 2 Peças
por Buddemeyer",0,SIM,16,16.16,80.78,20.0
1189,Sapatênis Slip On Iate Ollie Masculino Indy Conforto,79,99,"OFERTA DO DIA
R$ 99
R$ 7999
20% OFF
Frete grátis
Sapatênis Slip On Iate Ollie Masculino Indy Conforto
por Ollie",0,SIM,20,20.2,80.78,20.0
1190,Shampoo Com Cera Auto Lava Autos Concentrado Luxcar 500ml,18,22,"OFERTA DO DIA
R$ 22
R$ 1809
21% OFF
Shampoo Com Cera Auto Lava Autos Concentrado Luxcar 500ml",0,NÃO,4,18.18,80.78,20.0
1191,Bíblia De Estudo Nova Almeida Atualizada Grande Lançamento,219,244,"R$ 244
R$ 21978
10% OFF
Frete grátis
Bíblia De Estudo Nova Almeida Atualizada Grande Lançamento",0,SIM,25,10.25,80.78,20.0
1192,Kit Arandela Retrô E 27 100 W Escovado Parede Corredor Poste,25,29,"R$ 29
R$ 2552
12% OFF
5x R$ 510 sem juros
Kit Arandela Retrô E 27 100 W Escovado Parede Corredor Poste",5,NÃO,4,13.79,80.78,20.0
1193,Escova De Cabelo Pop Color Bonitta 45mm - Marco Boni,38,41,"OFERTA DO DIA
R$ 41
R$ 3899
7% OFF
Escova De Cabelo Pop Color Bonitta 45mm - Marco Boni",0,NÃO,3,7.32,80.78,20.0
1194,Lâmpada Smart Led Rgb 11w Bulbo Wi-fi Bivolt Trend Kian,121,144,"OFERTA DO DIA
R$ 144
R$ 12172
15% OFF
6x R$ 2029 sem juros
Frete grátis
Lâmpada Smart Led Rgb 11w Bulbo Wi-fi Bivolt Trend Kian",6,SIM,23,15.97,80.78,20.0
1195,Mascara Respirador Pff2 S/ Valv Aura 3m 9320 N95 10 Uni,64,75,"R$ 75
R$ 6451
15% OFF
Mascara Respirador Pff2 S/ Valv Aura 3m 9320 N95 10 Uni",0,NÃO,11,14.67,80.78,20.0
1196,Porta Pote Para Condimento Tempero Inox Magnetico C/ Suporte,110,125,"R$ 125
R$ 11076
12% OFF
Frete grátis
Porta Pote Para Condimento Tempero Inox Magnetico C/ Suporte",0,SIM,15,12.0,80.78,20.0
1197,Um Por Dia Vitacraves Women 230 Ct,205,241,"OFERTA DO DIA
R$ 241
R$ 20506
15% OFF
6x R$ 3418 sem juros
Frete grátis
Um Por Dia Vitacraves Women 230 Ct",6,SIM,36,14.94,80.78,20.0
1198,"Cuscuzeiro Antiaderente Tampa Vidro Teflon Cinza 1,5l Cuscuz",41,46,"R$ 46
R$ 4127
12% OFF
Cuscuzeiro Antiaderente Tampa Vidro Teflon Cinza 1,5l Cuscuz",0,NÃO,5,10.87,80.78,20.0
1199,Carb Up Gel Com 10x Un 30g Super Formula Probiótica Sabores,26,29,"R$ 29
R$ 2682
10% OFF
Carb Up Gel Com 10x Un 30g Super Formula Probiótica Sabores",0,NÃO,3,10.34,80.78,20.0
1200,1 Conjunto De Sutiã Reforçado E Calcinha Fio Duplo Full140,29,36,"R$ 36
R$ 2990
17% OFF
5x R$ 598 sem juros
1 Conjunto De Sutiã Reforçado E Calcinha Fio Duplo Full140",5,NÃO,7,19.44,80.78,20.0
1201,Tenis Street Ollie Infantil Olympic,63,79,"R$ 79
R$ 6399
20% OFF
Frete grátis
Tenis Street Ollie Infantil Olympic
por Ollie",0,SIM,16,20.25,80.78,20.0
1202,Top Sutiã 5d Com Renda Respirável Sem Costura,43,49,"R$ 49
R$ 4347
13% OFF
6x R$ 725 sem juros
Top Sutiã 5d Com Renda Respirável Sem Costura",6,NÃO,6,12.24,80.78,20.0
1203,Bicicleta Aro 29 Ksw Xlt 24 Marchas Shimano Freio Hidraulico,1529,1699,"R$ 1.699
R$ 1.529
10% OFF
12x R$ 12743 sem juros
Bicicleta Aro 29 Ksw Xlt 24 Marchas Shimano Freio Hidraulico",12,NÃO,170,10.01,80.78,20.0
1204,Kit Colcha Queen Percal 180 Fios Buddemeyer Grid Cinza 3pçs,419,529,"OFERTA DO DIA
R$ 529
R$ 41990
20% OFF
10x R$ 4199 sem juros
Frete grátis
Kit Colcha Queen Percal 180 Fios Buddemeyer Grid Cinza 3pçs
por Buddemeyer",10,SIM,110,20.79,80.78,20.0
1205,Pneu 245/70r16 Bridgestone Dueler Ht 684 Ill 111t,737,819,"R$ 819
R$ 73791
10% OFF
Pneu 245/70r16 Bridgestone Dueler Ht 684 Ill 111t
por Achei Pneus",0,NÃO,82,10.01,80.78,20.0
1206,Máquina de lavar automática Brastemp BWN15A titânio 15kg 220 V,3099,3779,"R$ 3.779
R$ 3.099
17% OFF
12x R$ 25825 sem juros
Frete grátis
1% vendido
Restam04:11:02
Máquina de lavar automática Brastemp BWN15A titânio 15kg 220 V
por Mercado Livre",12,SIM,680,17.99,80.78,20.0
1207,Dispenser Bomba Elétrica Galão Água Recarregável - Luxuoso,52,60,"R$ 60
R$ 5280
12% OFF
Dispenser Bomba Elétrica Galão Água Recarregável - Luxuoso",0,NÃO,8,13.33,80.78,20.0
1208,2bebedouro Bomba Eletrica P Filtro D Agua Galao Recarregavel,52,59,"R$ 59
R$ 5279
12% OFF
Frete grátis
2bebedouro Bomba Eletrica P Filtro D Agua Galao Recarregavel",0,SIM,7,11.86,80.78,20.0
1209,Kit 3 Wd-40 Desengripante 500ml Flextop Lubrifica Multiuso,143,162,"R$ 162
R$ 14321
12% OFF
Frete grátis
Kit 3 Wd-40 Desengripante 500ml Flextop Lubrifica Multiuso
por WD40",0,SIM,19,11.73,80.78,20.0
1210,Cortador Multi Fatiador Nicer Alimentos E Frutas Cinz 8 Em 1,94,107,"R$ 107
R$ 9455
12% OFF
Frete grátis
Cortador Multi Fatiador Nicer Alimentos E Frutas Cinz 8 Em 1",0,SIM,13,12.15,80.78,20.0
1211,Portão De Proteção Para Cães Pequeno E Médios Portes,69,76,"R$ 76
R$ 6921
10% OFF
Portão De Proteção Para Cães Pequeno E Médios Portes",0,NÃO,7,9.21,80.78,20.0
1212,Calcinha Cotton Tanga Americana 6 Unidades Sortidas M,38,46,"OFERTA DO DIA
R$ 46
R$ 3880
16% OFF
Calcinha Cotton Tanga Americana 6 Unidades Sortidas M
por Zacaza",0,NÃO,8,17.39,80.78,20.0
1213,Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta,1369,1758,"R$ 1.758
R$ 1.369
22% OFF
10x R$ 13690 sem juros
5% OFF com Pix
Cozinha Madesa Emilly Joy Armário Balcão 15 Portas 1 Gaveta
por Madesa moveis",10,NÃO,389,22.13,80.78,20.0
1214,Wella Sp Luxe Oil Óleo Capilar 100ml - Wella Professionals,146,169,"OFERTA DO DIA
R$ 169
R$ 14611
14% OFF
Frete grátis
Wella Sp Luxe Oil Óleo Capilar 100ml - Wella Professionals",0,SIM,23,13.61,80.78,20.0
1216,Espelho Retrovisor Para Cadeirinha Bebê Conforto Banco Carro,68,74,"R$ 74
R$ 6824
9% OFF
Espelho Retrovisor Para Cadeirinha Bebê Conforto Banco Carro",0,NÃO,6,8.11,80.78,20.0
1217,Bicicleta Aro 29 Ksw 27 Marchas Freio Hidráulico E K7,1390,1544,"R$ 1.544
R$ 1.390
10% OFF
Bicicleta Aro 29 Ksw 27 Marchas Freio Hidráulico E K7",0,NÃO,154,9.97,80.78,20.0
1218,Jogo De Toalhas Buddemeyer Broderie Banho Bege 2 Peças,119,165,"OFERTA DO DIA
R$ 165
R$ 11990
27% OFF
6x R$ 1998 sem juros
Frete grátis
Jogo De Toalhas Buddemeyer Broderie Banho Bege 2 Peças
por Buddemeyer",6,SIM,46,27.88,80.78,20.0
1219,"Jarra Fineline 1,4 L",63,67,"OFERTA DO DIA
R$ 67
R$ 6399
5% OFF
6x R$ 1067 sem juros
Jarra Fineline 1,4 L
por Camicado",6,NÃO,4,5.97,80.78,20.0
1220,Fone de ouvido over-ear sem fio Philips 4000 Series TASH402 azul,179,319,"R$ 319
R$ 179
43% OFF
Frete grátis
Fone de ouvido over-ear sem fio Philips 4000 Series TASH402 azul
por Mercado Livre",0,SIM,140,43.89,80.78,20.0
1221,Cadeirinha De Bebê Vibratória E Musical De Descanso Protek,169,189,"R$ 189
R$ 169
11% OFF
Frete grátis
Cadeirinha De Bebê Vibratória E Musical De Descanso Protek
por Planeta do Bebe",0,SIM,20,10.58,80.78,20.0
1223,Cadeirinha De Bebê Vibratória E Musical De Descanso Protek,168,189,"R$ 189
R$ 16890
11% OFF
Frete grátis
Cadeirinha De Bebê Vibratória E Musical De Descanso Protek
por Planeta do Bebe",0,SIM,21,11.11,80.78,20.0
1224,Novidade Em Coberdron Microfi + Sherpa Lã Ovelha Solteiro,133,148,"R$ 148
R$ 13320
10% OFF
6x R$ 2220 sem juros
Frete grátis
Novidade Em Coberdron Microfi + Sherpa Lã Ovelha Solteiro",6,SIM,15,10.14,80.78,20.0
1225,Shampoo Automotivo Lava Autos Concentrado Luxcar 500ml,17,21,"OFERTA DO DIA
R$ 21
R$ 1730
21% OFF
Shampoo Automotivo Lava Autos Concentrado Luxcar 500ml",0,NÃO,4,19.05,80.78,20.0
1226,Tênis Infantil Masculino Dok Energy Kids Ben 10 Preto,116,129,"OFERTA DO DIA
R$ 129
R$ 11691
10% OFF
6x R$ 1949 sem juros
Frete grátis
Tênis Infantil Masculino Dok Energy Kids Ben 10 Preto
por Dok Calcados",6,SIM,13,10.08,80.78,20.0
1227,Captação Zs-109power Para Acordeon,1322,1469,"R$ 1.469
R$ 1.322
10% OFF
10x R$ 13221 sem juros
Frete grátis
Captação Zs-109power Para Acordeon",10,SIM,147,10.01,80.78,20.0
1228,Fogão cooktop gás Consul CD060 preto 127V/220V,439,709,"R$ 709
R$ 439
38% OFF
Frete grátis
1% vendido
Restam02:11:02
Fogão cooktop gás Consul CD060 preto 127V/220V
por Mercado Livre",0,SIM,270,38.08,80.78,20.0
1229,Jogo De Sobremesa Vidro 12 Pçs 270ml Pavilion 57716 Brinox,69,78,"OFERTA DO DIA
R$ 78
R$ 6949
11% OFF
6x R$ 1158 sem juros
Jogo De Sobremesa Vidro 12 Pçs 270ml Pavilion 57716 Brinox
por Casa das Serras",6,NÃO,9,11.54,80.78,20.0
1230,Sapatênis Slip On Iate Ollie Masculino Indy Conforto,79,99,"OFERTA DO DIA
R$ 99
R$ 7999
20% OFF
Frete grátis
Sapatênis Slip On Iate Ollie Masculino Indy Conforto
por Ollie",0,SIM,20,20.2,80.78,20.0
1231,"Fio Cabo Elétrico 2,5mm Cobrecom Com 50 Metros Flexível",144,159,"OFERTA DO DIA
R$ 159
R$ 14490
9% OFF
6x R$ 2415 sem juros
Frete grátis
Fio Cabo Elétrico 2,5mm Cobrecom Com 50 Metros Flexível",6,SIM,15,9.43,80.78,20.0
1233,Máquina de costura reta Elgin Premium JX-10000 portátil branca 127V/220V,1241,1460,"R$ 1.460
R$ 1.241
15% OFF
10x R$ 12410 sem juros
Frete grátis
Máquina de costura reta Elgin Premium JX-10000 portátil branca 127V/220V",10,SIM,219,15.0,80.78,20.0
1234,Protetor Solar Para Sol Laminado Dianteiro Painel Luxcar,25,32,"OFERTA DO DIA
R$ 32
R$ 2573
21% OFF
Protetor Solar Para Sol Laminado Dianteiro Painel Luxcar",0,NÃO,7,21.88,80.78,20.0
1235,Bíblia Do Pregador Pentecostal Vinho +índice+teologia+caixa,170,189,"R$ 189
R$ 17091
10% OFF
Frete grátis
Bíblia Do Pregador Pentecostal Vinho +índice+teologia+caixa",0,SIM,19,10.05,80.78,20.0
1236,Kit 10 Painel Plafon Led 18w Sobrepor Quadrado Luminári Sqbf,271,294,"R$ 294
R$ 27139
8% OFF
Frete grátis
1% vendido
Restam02:11:02
Kit 10 Painel Plafon Led 18w Sobrepor Quadrado Luminári Sqbf",0,SIM,23,7.82,80.78,20.0
1237,Mesinha Suporte Sala Quarto Decora Lar Lateral Canto Retrô,168,191,"R$ 191
R$ 16895
12% OFF
5% OFF com Pix
Frete grátis
Mesinha Suporte Sala Quarto Decora Lar Lateral Canto Retrô",0,SIM,23,12.04,80.78,20.0
1238,Vestido Soltinho Manga Casual,51,59,"R$ 59
R$ 5192
12% OFF
6x R$ 865 sem juros
Vestido Soltinho Manga Casual",6,NÃO,8,13.56,80.78,20.0
1239,Processador Triturador Alimentos Manual 3 Lâminas 550ml Cor,29,33,"R$ 33
R$ 2973
12% OFF
Processador Triturador Alimentos Manual 3 Lâminas 550ml Cor",0,NÃO,4,12.12,80.78,20.0
1240,Barra Farol Auxiliar Milha Led Cree 120w Foco 30º Off Road,134,148,"R$ 148
R$ 13409
10% OFF
Frete grátis
Barra Farol Auxiliar Milha Led Cree 120w Foco 30º Off Road",0,SIM,14,9.46,80.78,20.0
1241,Barbeador Philips Multigroom 2 Em 1 À Prova Dágua Mg1100/16,114,169,"OFERTA DO DIA
R$ 169
R$ 11444
32% OFF
Barbeador Philips Multigroom 2 Em 1 À Prova Dágua Mg1100/16
por Philips",0,NÃO,55,32.54,80.78,20.0
1242,"Triturador Forrageiro Picador Cid75 1,5hp Monof Bivolt Cid",1105,1299,"R$ 1.299
R$ 1.105
15% OFF
10x R$ 11050 sem juros
Frete grátis
Triturador Forrageiro Picador Cid75 1,5hp Monof Bivolt Cid",10,SIM,194,14.93,80.78,20.0
1243,Fita Antiderrapante 5 Metros Preta Escadas Pisos Externo,28,29,"OFERTA DO DIA
R$ 29
R$ 2821
5% OFF
Fita Antiderrapante 5 Metros Preta Escadas Pisos Externo",0,NÃO,1,3.45,80.78,20.0
1244,Kit 10 Lâmpadas Led 9w Kian Bulbo E27 Smd Bivolt,90,108,"OFERTA DO DIA
R$ 108
R$ 9039
16% OFF
6x R$ 1507 sem juros
Frete grátis
Kit 10 Lâmpadas Led 9w Kian Bulbo E27 Smd Bivolt",6,SIM,18,16.67,80.78,20.0
1245,Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast,168,186,"R$ 186
R$ 16821
10% OFF
6x R$ 2804 sem juros
Frete grátis
Mesa Quadrada Dobrável 80x72cm Multiuso Preto Arqplast",6,SIM,18,9.68,80.78,20.0
1246,Médio Xrl800 Triton 800w 400 Rms 8ohms Profissional Paredão,594,660,"OFERTA DO DIA
R$ 660
R$ 59461
10% OFF
10x R$ 5946 sem juros
Frete grátis
Médio Xrl800 Triton 800w 400 Rms 8ohms Profissional Paredão",10,SIM,66,10.0,80.78,20.0
1247,Misturela Masseira Panela Mexer Doces Salgados 10 Litro Saro,1137,1249,"R$ 1.249
R$ 1.137
9% OFF
Frete grátis
Misturela Masseira Panela Mexer Doces Salgados 10 Litro Saro
por SARO",0,SIM,112,8.97,80.78,20.0
1248,"Smart TV Philips 7600 Series 55PUG7625/78 LED 4K 55"" 110V/240V",2989,4499,"R$ 4.499
R$ 2.989
33% OFF
12x R$ 24908 sem juros
Frete grátis
Smart TV Philips 7600 Series 55PUG7625/78 LED 4K 55"" 110V/240V
por Mercado Livre",12,SIM,1510,33.56,80.78,20.0
1249,Colchão Viúva Ortopédico Firme Espuma D33 Antialérgico,600,797,"OFERTA DO DIA
R$ 797
R$ 60066
24% OFF
10x R$ 6007 sem juros
5% OFF com Pix
Colchão Viúva Ortopédico Firme Espuma D33 Antialérgico
por BF Colchoes",10,NÃO,197,24.72,80.78,20.0
1250,Bolsa Organizadora Impermeável Luxcar,47,56,"OFERTA DO DIA
R$ 56
R$ 4780
15% OFF
Bolsa Organizadora Impermeável Luxcar",0,NÃO,9,16.07,80.78,20.0
1251,Centrum Silver Women 50+ Mulher Multivitamínico Importado C/,198,241,"OFERTA DO DIA
R$ 241
R$ 19893
17% OFF
6x R$ 3315 sem juros
Frete grátis
Centrum Silver Women 50+ Mulher Multivitamínico Importado C/",6,SIM,43,17.84,80.78,20.0
1252,"Smart TV LG AI ThinQ 50UP7750PSB LCD 4K 50"" 100V/240V",2899,3199,"R$ 3.199
R$ 2.899
9% OFF
12x R$ 24158 sem juros
Frete grátis
Smart TV LG AI ThinQ 50UP7750PSB LCD 4K 50"" 100V/240V
por Mercado Livre",12,SIM,300,9.38,80.78,20.0
1253,Roupas Ciclismo Feminina Conjunto Rosa Bike Conjunto Pedalar,106,119,"R$ 119
R$ 10671
11% OFF
6x R$ 1779 sem juros
Frete grátis
Roupas Ciclismo Feminina Conjunto Rosa Bike Conjunto Pedalar
por Ciclista Store",6,SIM,13,10.92,80.78,20.0
1254,Kit 5 Sutiãs Plus Size Reforçado Cores Lisas Full701,99,118,"R$ 118
R$ 9990
15% OFF
6x R$ 1665 sem juros
Frete grátis
Kit 5 Sutiãs Plus Size Reforçado Cores Lisas Full701",6,SIM,19,16.1,80.78,20.0
